ID,Title,Call_Number
391,the effect of simulated ability bankings on susceptibility to group pressure in subjects of high and low ego strength,BF1-37:Psychology
392,the effect of simulated ability bankings on susceptibility to group pressure in subjects of high and low ego strength,BF1-37:Psychology
393,a test of the frequency theory of verbaldiscrimination learning,BF1-37:Psychology
394,a critical review of selected outcome studies employing listening to music as the independent variable,BF1-37:Psychology
395,the effect of selfesteem and appeal to rationality on susceptibility to persuasion,BF1-37:Psychology
396,an investigation of vocal indicators of specific emotions,BF1-37:Psychology
397,druginduced spontaneous cortical bursting as an index of shifts in behavioral state,BF1-37:Psychology
398,motivational value of reinforcing objects as a function of emotional dependency,BF1-37:Psychology
399,dimensions of value in moral cognition,BF1-37:Psychology
400,medroxyprogesterone acetate and sex offenders a review and analysis,BF1-37:Psychology
401,a correlational study of parental personality variables level of identification with parents and selfesteem in children,BF1-37:Psychology
402,the relationship between child temperament and maternal parenting practices,BF1-37:Psychology
403,the cultural and dispositional antecedants of sexual harassment proclivity,BF1-37:Psychology
404,the effect of personality and behavior characteristics on an individuals perceived leadership ability in an unstructured emergent group,BF1-37:Psychology
405,discrimination and generalization as a function of early versus late instruction,BF1-37:Psychology
406,the symptoms of illness checklist sic and its relationship with factors of stress coping and control,BF1-37:Psychology
407,case studies of temporal horn enlargement in relation to temporal stem atrophy and performance on the trail making test,BF1-37:Psychology
408,the relationship between specific psychology classes and maladjustment,BF1-37:Psychology
409,parental attributes of nonprofessionals and professionals in psychology,BF1-37:Psychology
410,a factorial study of the moral content components test,BF1-37:Psychology
411,a comparison of incentive cognitive dissonance and public commitment explanations for the effect of roleplaying on attitude change,BF1-37:Psychology
412,psychological reactance and the scarcity principle of social influence an analysis of the theoretical assumptions,BF1-37:Psychology
413,effect of stress on the hippocampus and memory a possible risk factor for alzheimers disease,BF1-37:Psychology
414,initial evaluation of a new mental health clinic,BF1-37:Psychology
415,an empirical evaluation of adlers birth order attributes based on rating by family members,BF1-37:Psychology
416,recovering from transgressions the effectiveness of accounts as impression management strategies,BF1-37:Psychology
417,a language instruction program using pictorial representation of words individual administration and operant techniques,BF1-37:Psychology
418,an analysis of concurrent validity for family of origin and couple subscale on the relate questionnaire,BF1-37:Psychology
419,an experimental investigation of olfactory thermal relationships,BF1-37:Psychology
420,a reevaluation of affective processes in reading comprehension using logical learning theory,BF1-37:Psychology
421,threat resistance to temptation and devaluation of a forbidden stimulus,BF1-37:Psychology
422,the effect of variable success and failure situations on the intensity of need for achievement,BF1-37:Psychology
423,the effect of induced arousal on suppression of locomotor activity and the photically evoked afterdischarge pattern,BF1-37:Psychology
424,frustration effect in a free operant situation frustration effect or stimulus change,BF1-37:Psychology
425,learning disability relationship between siblings,BF1-37:Psychology
426,a study of the predictive validity of the jesness inventory for delinquency and recidivism,BF1-37:Psychology
427,assessing clinically significant change application of jacobsons method to a schoolbased family therapy treatment program,BF1-37:Psychology
428,assessing clinically significant change application of jacobsons method to a schoolbased family therapy treatment program,BF1-37:Psychology
429,predicting competence in transcribing genealogical records,BF1-37:Psychology
430,leadership style and situational variables,BF1-37:Psychology
431,complexity boredom and change as determinants of affective tone,BF1-37:Psychology
432,selfpunitive behavior in the rat a skinner box demonstration,BF1-37:Psychology
433,differences between innate and learned behaviors of chicks during response reinforcement and extinction,BF1-37:Psychology
434,the relationship between personal life values and selfreported mental health,BF1-37:Psychology
435,reexamination of retroactive inhibition with changes designed to control warmup influence of degree of prior learning upon retroactive inhibition,BF1-37:Psychology
436,reexamination of retroactive inhibition with changes designed to control warmup influence of degree of prior learning upon retroactive inhibition,BF1-37:Psychology
437,relationships between religious devoutness and mental health among men and women,BF1-37:Psychology
438,some psychological factors associated with the engagement of high school girls,BF1-37:Psychology
439,the effects of a contextual change upon proactive inhibition using prose with affective content,BF1-37:Psychology
440,the effects of the interpersonal game upon interpersonal relationships concepts of self and personality characteristics,BF1-37:Psychology
441,measuring and comparing the value of goodness,BF1-37:Psychology
442,changes in scholastic achievement and intelligence of indian children enrolled in a foster placement program,BF1-37:Psychology
443,comprehension monitoring at three age levels,BF1-37:Psychology
444,the internalexternal control construct and discrepant judgments as determinants of expectancy change,BF1-37:Psychology
